title,price,sell_date,no_views,no_watchers,no_comments,no_bids,seller_state,year,series,miles,engine,trans,exterior,interior,misc,url
1990 Toyota Land Cruiser FJ62,"24,000",9/9/2019,"20,949",739,29,28,"houston, texas 77094",1990,fj62,184k,4.0-liter inline-six,automatic,nan,nan,"['chassis: jt3fj62g9l1117924', '184k miles shown', '4.0-liter inline-six', '4-speed automatic transmission', '2-speed transfer case', 'r134a air conditioning', 'ome suspension', 'transmission/t-case rebuilt 2011', 'front axle rebuilt 2011', 'rear driveshaft rebuilt 2015', 'radiator & water pump 2016', 'records from new', 'factory literature', 'clean carfax report']",https://bringatrailer.com/listing/1990-toyota-land-cruiser-fj62-19/
1984 Toyota Land Cruiser FJ60,"20,250",8/19/2019,"13,728",510,54,20,"johnston, iowa 50131",1984,fj60,114k,4.2-liter straight-six,manual,copper brown metallic over striped fabric,nan,"['chassis: jt3fj60g0e0088518', '114k miles shown', '4.2-liter straight-six', '4-speed manual gearbox', '2-speed transfer case', 'copper brown metallic over striped fabric', 'rust repair performed in 2019', 'recent service', 'new clutch', 'tool roll', 'partial service records']",https://bringatrailer.com/listing/1984-toyota-land-cruiser-fj60-28/
1985 Toyota Land Cruiser FJ60,"13,000",8/15/2019,"10,486",520,50,42,"mount juliet, tennessee 37122",1985,fj60,219k,4.2l straight-six,manual,red/striped gray cloth,nan,"['chassis: jt3fj60g3f1131339', '219k indicated miles', '4.2l straight-six', '4-speed manual transmission', '2-speed transfer case', 'red/striped gray cloth', 'stock wheels w/new hankook tires', 'new shocks, plugs, belt, pcv valve', 'recent fluid replacements', 'clean carfax report']",https://bringatrailer.com/listing/1985-toyota-land-cruiser-fj60-34/
1985 Toyota Land Cruiser FJ60,"25,251",8/9/2019,"15,630",654,41,29,"prosper, texas 75078",1985,fj60,173k,4.2-liter 2f inline-six,manual,glass-out repaint in original color,nan,"['chassis: jt3fj60g4f1131589', '173k indicated miles', '4.2-liter 2f inline-six', '4-speed manual transmission', 'glass-out repaint in original color', 'muffler and exhaust replaced in 2018', 'a/c system converted to r134a', 'brakes serviced in 2018', 'tires replaced in 2018', 'service records from 1986 to 2018', 'accident-free carfax and autocheck reports']",https://bringatrailer.com/listing/1985-toyota-land-cruiser-fj60-32/
No Reserve: 1987 Toyota Land Cruiser FJ60,"11,700",8/8/2019,"13,876",721,50,25,"cadillac, michigan 49601",1987,fj60,145k,4.2-liter inline-six,manual,nan,nan,"['chassis: jt3fj60g5h1139977', '145k indicated miles', '4.2-liter inline-six', '4-speed manual transmission', '2-speed 4wd transfer case', 'firestone destination a/t tires', 'jvc head unit', 'fuel tank refurbished in 2017', 'recent battery, alternator, oil change', 'clean carfax report']",https://bringatrailer.com/listing/1987-toyota-land-cruiser-fj60-33/
1984 Toyota Land Cruiser FJ60,"24,500",7/17/2019,"17,920",671,70,43,"portland, oregon 97210",1984,fj60,128k,4.2l inline-six,manual,nan,nan,"['chassis: jt3fj60g3e1120520', '128k miles shown', '4.2l inline-six', '4-speed manual gearbox', 'lifetime oregon truck', 'weber 38 carburetor', 'magnaflow cat-delete exhaust', 'old man emu suspension', 'arb front bumper', '15"" wheels w/ 33"" tires', '~$7k in recent parts/maintenance', 'window sticker included', 'factory manuals & tools', 'clean carfax report']",https://bringatrailer.com/listing/1984-toyota-land-cruiser-fj60-27/
Modified 1985 Toyota Land Cruiser FJ60,"12,750",7/15/2019,"22,794",574,81,27,"el paso, texas 79912",1985,fj60,305k,350ci ram jet v8,manual,flat tan paint,interior storage system,"['chassis: jt3fj60g7f1127522', '305k indicated miles', '350ci ram jet v8', '5-speed manual transmission', 'twin-stick transfer case', 'flat tan paint', 'roof basket', 'stout bumpers & rock rails', 'mile marker winch', '33"" bfg mud-terrain tires', 'interior storage system', 'communications equipment', 'solar panel included', 'carfax report']",https://bringatrailer.com/listing/1985-toyota-land-cruiser-fj60-21/
1985 Toyota Land Cruiser FJ60,"36,000",7/12/2019,"24,950",666,99,7,"los angeles, california 90036",1985,fj60,63k,4.2-liter 2f inline-six,manual,radiator re-cored,dynamat installed in interior,"['chassis: jt3fj60g4f1128224', '63k indicated miles', '4.2-liter 2f inline-six', '4-speed manual transmission', '2-speed 4wd transfer case', 'radiator re-cored', 'belts, hoses, spark plugs, and wires replaced', 'a/c system converted to r134a', 'repainted in freeborn red', 'new suspension, brakes, and tires', 'dynamat installed in interior', 'partial service records', 'clean carfax report']",https://bringatrailer.com/listing/1985-toyota-land-cruiser-fj60-30/
1987 Toyota Land Cruiser FJ60,"27,500",7/5/2019,"19,821",714,90,25,"livingston, montana 59047",1987,fj60,258k,4.2-liter 2f inline-six engine,manual,nan,nan,"['chassis: jt3fj60g4h1138240', '258k indicated miles', '4.2-liter 2f inline-six engine', '4-speed manual transmission', '2-speed 4wd transfer case', 'old man emu suspension', '31"" bfgoodrich all terrrain t/a tires', 'recently serviced', 'original window sticker and purchase receipt', 'service records', 'carfax report included']",https://bringatrailer.com/listing/1987-toyota-land-cruiser-fj60-32/
1988 Toyota Land Cruiser FJ62 5-Speed,"17,250",7/2/2019,"13,160",683,58,29,"miami, florida 33169",1988,fj62,175k,4.0-liter 3fe inline-six,manual,nan,nan,"['chassis: fj62903562', '283k kilometers (~175k miles) shown', '4.0-liter 3fe inline-six', 'five-speed h55 manual gearbox', 'dual-range transfer case', 'old man emu suspension lift', 'bfgoodrich all-terrain ko2 tires', 'recent oil pan gasket & front crank seal']",https://bringatrailer.com/listing/1988-toyota-land-cruiser-fj62-15/
No Reserve: 1988 Toyota Land Cruiser FJ62,"7,800",6/18/2019,"11,119",450,38,44,"san diego, california 92115",1988,fj62,194k,4.0-liter 3f-e inline-six,automatic,repainted in creme and brown,grey cloth and vinyl upholstery,"['chassis: jt3fj62g8j0081291', '194k indicated miles', '4.0-liter 3f-e inline-six', 'four-speed automatic transmission', 'dual-range transfer case', 'repainted in creme and brown', 'grey cloth and vinyl upholstery', 'new fluids', 'recent service records', 'carfax report']",https://bringatrailer.com/listing/1988-toyota-land-cruiser-fj62-20/
1989 Toyota Land Cruiser FJ62,"20,062",6/13/2019,"17,618",745,88,34,"reseda, california 91335",1989,fj62,176k,4.0l 3f-e inline-six,automatic,nan,nan,"['chassis: jt3fj62gxk1113086', '176k indicated miles, tmu', '4.0l 3f-e inline-six', '4-speed automatic transmission', '4.88:1 gearing with lockers', 'aftermarket bumpers and side steps', 'ome suspension lift', '37"" tires', 'aftermarket wheels', 'aftermarket muffler', 'safari snorkels intake', 'upgraded audio system', 'accident-free carfax report']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-fj62-24/
No Reserve: 1989 Toyota Land Cruiser FJ62,"24,250",6/11/2019,"14,432",814,96,44,"salem, oregon 97304",1989,fj62,178k,4.0l inline-six,automatic,gray over gray cloth upholstery,nan,"['chassis: jt3fj62g3k0096606', '178k miles', '4.0l inline-six', '4-speed automatic', 'replacement 2-speed transfer case', 'gray over gray cloth upholstery', 'recent services', 'fresh fluids', 'factory manual and service manuals', 'clean carfax report']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-fj62-25/
1984 Toyota Land Cruiser FJ60,"10,600",6/10/2019,"15,132",611,38,12,"woodstock, georgia 30189",1984,fj60,211k,4.2l straight-six,manual,copper brown paint,tan/brown striped interior,"['chassis: jt3fj60g3e1126088', '211k indicated miles', '4.2l straight-six', '4-speed manual transmission', '2-speed transfer case', 'copper brown paint', 'tan/brown striped interior', '3"" lift', 'steel wheels w/31"" bfg tires', 'trollhole carburetor conversion', 'partial service records', 'clean carfax report']",https://bringatrailer.com/listing/1984-toyota-land-cruiser-fj60-26/
No Reserve: 58k-Mile 1985 Toyota Land Cruiser FJ60,"55,000",5/31/2019,"23,518",750,123,42,"victoria, british columbia, canada",1985,fj60,58k,4.2l 2f inline-six,manual,nan,nan,"['chassis: jt3fj60g1f1127452', '58k miles shown', '4.2l 2f inline-six', '4-speed manual transmission', '2-speed transfer case', 'aisin locking front hubs', 'new fuel pump in 2017', 'clean carfax report']",https://bringatrailer.com/listing/1985-toyota-land-cruiser-fj60-27/
1987 Toyota Land Cruiser FJ60,"8,000",5/27/2019,"8,545",398,19,5,"santa barbara, california 93105",1987,fj60,218k,4.2-liter 2f inline-six,manual,repainted in brown/white,nan,"['chassis: jt4fj60v5h1137012', '218k miles indicated', '4.2-liter 2f inline-six', '4-speed manual transmission', 'dual-range transfer case', 'repainted in brown/white', 'old man emu suspension', 'aftermarket aluminum wheels', 'upgraded audio components', 'west coast history', 'clean autocheck report']",https://bringatrailer.com/listing/1987-toyota-land-cruiser-fj60-31/
LS-Powered 1985 Toyota Land Cruiser FJ60 5-Speed,"23,250",5/22/2019,"24,694",886,94,18,"provo, utah 84604",1985,fj60,175k,5.3-liter ls v8,manual,repainted in green and white,nan,"['chassis: jt3fj60g6f1130170', '175k indicated miles', '5.3-liter ls v8', 'h55 5-speed manual transmission', 'spectre cold air intake system', 'custom exhaust system', 'new a/c system and compressor', 'refreshed brake system', 'new master brake cylinder', 'repainted in green and white', 'service records', 'clean carfax']",https://bringatrailer.com/listing/1985-toyota-land-cruiser-fj60-25/
1986 Toyota Land Cruiser FJ60,"15,750",5/20/2019,"9,518",522,31,18,"houston, texas 77055",1986,fj60,222k,replacement 4.2-liter 2f inline-six,manual,white over grey cloth,nan,"['chassis: jt3fj60gxg1133722', '222k miles indicated', 'replacement 4.2-liter 2f inline-six', '4-speed manual transmission', 'dual range transfer case', 'white over grey cloth', 'aftermarket radio', 'service records', 'clean carfax report']",https://bringatrailer.com/listing/1986-toyota-land-cruiser-fj60-13/
1989 Toyota Land Cruiser FJ62,"9,300",5/13/2019,"15,455",708,46,17,"vancouver, washington 98662",1989,fj62,261k,4.0l 3f-e inline-six,automatic,repainted in red,gray interior,"['chassis: jt3fj62g5k1110497', '261k miles', '4.0l 3f-e inline-six', '4-speed automatic transmission', '2-speed transfer case', 'repainted in red', 'gray interior', 'recent transmission rebuild', 'kenwood stereo', 'clean carfax report']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-fj62-23/
No Reserve: 1987 Toyota Land Cruiser FJ60,"7,600",5/3/2019,"11,978",597,38,34,"west chester, pennsylvania 19382",1987,fj60,119k,4.2l 2f inline-six,manual,red over grey cloth,nan,"['chassis: jt3fj60gxh1136573', '119k indicated miles', '4.2l 2f inline-six', '4-speed manual transmission', 'dual range transfer case', 'red over grey cloth', 'aftermarket sunroof', 'clean carfax report']",https://bringatrailer.com/listing/1987-toyota-land-cruiser-fj60-30/
57k-Mile 1989 Toyota Land Cruiser FJ62,"23,500",5/1/2019,"11,629",635,69,32,"medina, washington 98039",1989,fj62,57k,4.0-liter 3f-e inline-six,automatic,nan,nan,"['chassis: jt3fj62g8k1108372', '92k kilometers (~57k miles) shown', '4.0-liter 3f-e inline-six', '4-speed automatic transmission', '2-speed 4wd transfer case', 'recent rust repair', 'tune-up and oil change in march 2019', 'new v/c gasket, belts, hoses, air pump', 'new wheels and tires', 'service records from new', 'factory literature', 'clean carfax report']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-fj62-21/
1983 Toyota Land Cruiser FJ60,"12,500",4/30/2019,"26,020",926,88,11,"austin, texas 78734",1983,fj60,165k,4.2l straight-six,manual,repainted in copper,tan/brown striped interior,"['chassis: jt3fj60g9d0076768', '165k indicated miles', '4.2l straight-six', '4-speed manual transmission', '2-speed transfer case', 'repainted in copper', 'tan/brown striped interior', 'ome suspension lift', 'steel wheels w/31"" bfg tires', 'transfer case rebuilt', 'radiator replaced', 'partial service records', 'clean carfax report']",https://bringatrailer.com/listing/1983-toyota-land-cruiser-fj60-14/
1985 Toyota Land Cruiser FJ60,"16,500",4/19/2019,"12,832",639,80,45,"rathdrum, idaho 83858",1985,fj60,207k,4.2-liter straight-six,manual,nan,newer interior components,"['chassis: jt3fj60g4f1127896', '207k miles shown', '4.2-liter straight-six', '4-speed manual gearbox', 'recent tune-up', 'newer interior components', 'tilt-o-meter', 'kenwood radio', 'rockford fosgate speakers', 'clean carfax report']",https://bringatrailer.com/listing/1985-toyota-land-cruiser-fj60-23/
1988 Toyota Land Cruiser FJ62,"17,750",4/9/2019,"14,759",743,90,39,"rowlett, texas 75088",1988,fj62,213k,4.0-liter inline-six w/efi,automatic,blue paint/new black vinyl,nan,"['chassis: jt3fj62gxj0081776', '213k indicated miles', '4.0-liter inline-six w/efi', '4-speed automatic transmission w/overdrive', 'blue paint/new black vinyl', 'recent tune-up & fluid changes', 'new shocks & bushings', 'recent service records', 'clean autocheck report']",https://bringatrailer.com/listing/1988-toyota-land-cruiser-fj62-14/
1989 Toyota Land Cruiser HJ61,"17,000",3/1/2019,"17,201",419,76,19,"ketchum, idaho 83340",1989,hj61,167k,4.0-liter 2h-t turbocharged diesel,automatic,silver and black,grey and black cloth interior,"['chassis: hj61012983', '269k kilometers (~167k miles)', '4.0-liter 2h-t turbocharged diesel', '4-speed automatic transmission', 'silver and black', 'grey and black cloth interior', 'high roof model', 'rhd japanese import', 'falken wildpeak a/t tires', 'wood steering wheel', 'aftermarket wheels']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-5/
1984 Toyota Land Cruiser FJ60,"13,000",2/21/2019,"21,288",618,56,23,"san antonio, texas 78232",1984,fj60,202k,4.2-liter inline-six,manual,brown over tan/brown,nan,"['chassis: jt3fj60g8e1125681', '202k indicated miles', '4.2-liter inline-six', '4-speed manual transmission', '2-speed transfer case', 'brown over tan/brown', 'repainted in copper brown', 'recent cylinder head rebuild', 'old man emu lift', 'steel wheels w/33"" tires', 'partial records']",https://bringatrailer.com/listing/1984-toyota-land-cruiser-fj60-22/
1982 Toyota Land Cruiser FJ60,"10,000",2/18/2019,"16,055",659,75,30,"sierra vista, arizona 85635",1982,fj60,223k,4.2-liter inline-six,manual,repainted in 2012,nan,"['chassis: jt3fj60g0c0049392', '223k miles shown', '4.2-liter inline-six', '4-speed manual transmission', '2-speed transfer case', 'powertrax no-slip locker', 'old man emu 2"" lift kit', 'repainted in 2012', 'aftermarket pioneer stereo', 'removed parts and spares included', 'clean carfax report']",https://bringatrailer.com/listing/1982-toyota-fj60-land-cruiser-wagon/
1987 Toyota Land Cruiser FJ60,"17,000",2/11/2019,"14,350",679,46,32,"key biscayne, florida 33149",1987,fj60,108k,4.2-liter straight-six,manual,repainted in 2017,refreshed striped cloth interior,"['chassis: jt3fj60g2h1138642', '108k miles shown', '4.2-liter straight-six', '4-speed manual gearbox', '2-speed transfer case', 'replaced carburetor', '2.5"" old man emu lift', 'repainted in 2017', 'refreshed striped cloth interior', ""owner's manual"", 'clean carfax report']",https://bringatrailer.com/listing/1987-toyota-land-cruiser-fj60-23/
1986 Toyota Land Cruiser FJ60,"16,000",1/29/2019,"12,427",526,73,26,"longmont, colorado 80501",1986,fj60,156k,4.2l 2f inline-six,manual,nan,nan,"['chassis: jt3fj60g4g1133554', '156k indicated miles', '4.2l 2f inline-six', '4-speed manual transmission', 'tinted windows', 'driving lights', 'aftermarket stereo', 'service records from new', 'ppi completed december 2018', 'clean carfax report']",https://bringatrailer.com/listing/1986-toyota-land-cruiser-fj60-10/
1987 Toyota Land Cruiser FJ60,"21,250",1/22/2019,"13,270",531,113,28,"florence, alabama 35634",1987,fj60,146k,4.2l 2f inline-six,manual,red over grey cloth,nan,"['chassis: jt3fj60g7h1139575', '146k indicated miles, tmu', '4.2l 2f inline-six', '4-speed manual transmission', '2-speed transfer case', 'red over grey cloth', 'partial records', ""owner's manual"", 'clean carfax report']",https://bringatrailer.com/listing/1987-toyota-land-cruiser-fj60-20/
1988 Toyota Land Cruiser FJ62,"15,000",1/11/2019,"11,621",444,33,14,"albuquerque, new mexico 87107",1988,fj62,242k,4.0-liter inline-six,automatic,nan,newer upholstery & carpets,"['chassis: jt3fj62gxj0083513', '242k miles shown', '4.0-liter inline-six', '4-speed automatic transmission', 'rebuilt 2-speed transfer case', 'partial respray', 'newer upholstery & carpets', 'cooling, fuel system, & brake work', 'records from 2012', 'clean carfax report']",https://bringatrailer.com/listing/1988-toyota-land-cruiser-fj62-6/
1984 Toyota Land Cruiser FJ60 5-Speed,"20,000",1/7/2019,"24,355",658,55,11,"lees summit, missouri 64081",1984,fj60,233k,man a fre 4.2-liter 2f inline-six,manual,nan,nan,"['chassis: jt3fj60g4e1111888', '233k miles shown', 'man a fre 4.2-liter 2f inline-six', 'h55f 5-speed manual', '2-speed transfer case', 'man a fre 38-gallon fuel tank', 'old man emu suspension', 'wilderness systems roof rack', 'rock sliders', 'national luna dual battery setup', 'arb front/rear bumpers', 'new bf-goodrich all-terrain tires', 'receipts totalling $62k', 'clean carfax report']",https://bringatrailer.com/listing/1984-toyota-land-cruiser-fj60-19/
V8-Powered 1988 Toyota Land Cruiser FJ62,"8,500",1/4/2019,"22,779",578,48,5,"babylon, new york 11702",1988,fj62,2k,350ci v8,automatic,nan,nan,"['chassis: jt3fj62gbj0093862', '2k miles shown, tmu', '350ci v8', '700r4 4-speed automatic transmission', 'edelbrock power package', 'thunder series avs off-road carburetor', 'mandrel bent\xa0exhaust system', 'flowmaster 40 series muffler', 'aisin locking hubs', 'rebuilt axles, transfer case, and driveshafts', 'some service records', 'clean carfax report']",https://bringatrailer.com/listing/1988-toyota-land-cruiser-fj62-10/
1984 Toyota Land Cruiser FJ60,"17,500",12/31/2018,"19,269",752,59,36,"missoula, montana 59803",1984,fj60,114k,4.2-liter straight-six,manual,metallic brown over striped fabric,nan,"['chassis: jt3fj60g0e0088518', '114k miles shown', '4.2-liter straight-six', '4-speed manual gearbox', '2-speed transfer case', 'metallic brown over striped fabric', 'new bfgoodrich tires', 'recent belts, water pump, clutch', 'tool roll', 'lifelong montana truck', 'partial records', 'clean carfax report']",https://bringatrailer.com/listing/1984-toyota-land-cruiser-fj60-20/
1987 Toyota Land Cruiser FJ60,"10,500",12/28/2018,"17,482",583,42,24,"washington, district of columbia 20015",1987,fj60,174k,4.2-liter 2f straight-six,manual,gray over striped cloth interior,nan,"['chassis: jt3fj60g4h1137928', '174k miles shown', '4.2-liter 2f straight-six', '4-speed manual transmission', 'gray over striped cloth interior', 'centerline wheels w/33"" tires', 'service records to 2005', 'carfax report']",https://bringatrailer.com/listing/1987-toyota-land-cruiser-fj60-19/
1986 Toyota Land Cruiser FJ60,"31,000",12/21/2018,"18,506",529,143,33,"dallas, texas 75233",1986,fj60,193k,4.2-liter straight-six,manual,repainted in freeborn red,refurbished interior,"['chassis: jt3fj60g5g1134650', '193k miles shown', '4.2-liter straight-six', '4-speed manual gearbox', '2-speed transfer case', 'rebuilt carburetor', 'repainted in freeborn red', 'braking system overhaul', 'new bf-goodrich tires', 'refurbished interior', 'original window sticker', 'lifelong texas truck', 'clean carfax report']",https://bringatrailer.com/listing/1986-toyota-land-cruiser-5/
1985 Toyota Land Cruiser FJ60,"22,000",12/12/2018,"21,150",793,112,42,"missoula, montana 59802",1985,fj60,91k,4.2l inline-six,manual,white/blue cloth,fabricated steel bumpers,"['chassis: jt3fj60g3f1131955', '91k miles shown', '4.2l inline-six', '4-speed manual', '2-speed transfer case', 'white/blue cloth', '2018 repaint', '2.5"" lift kit', 'fabricated steel bumpers', 'aluminum radiator', 'clean carfax']",https://bringatrailer.com/listing/1985-toyota-land-cruiser-fj60-17/
1988 Toyota Land Cruiser FJ62,"14,000",12/7/2018,"12,450",592,52,10,"oakland, california 94612",1988,fj62,234k,4.0l 3fe inline-six,automatic,repaint in beige metallic,beige interior,"['chassis: jt3fj62g6j0080091', '234k miles', '4.0l 3fe inline-six', '4-speed automatic', '2-speed transfer case', 'repaint in beige metallic', 'beige interior', 'recent service', 'carfax report']",https://bringatrailer.com/listing/1988-toyota-land-cruiser-fj62-8/
1989 Toyota Land Cruiser FJ62 5-Speed,"23,000",12/4/2018,"46,075","1,137",125,26,"raleigh, north carolina 27612",1989,fj62,"141,795",3f-e 4.0l inline-six,nan,white knuckle off-road sliders,nan,"['chassis: jt3fj62g6k1101310', '141,795 indicated miles - tmu', '3f-e 4.0l inline-six', 'jdm h55f 5-speed transmission', 'recent servicing', 'arb front bumper', '9,000 lb. warn winch', '4x4 labs rear bumper', 'white knuckle off-road sliders', 'roof basket w/ rigid led bars', 'aftermarket wheels/tires', 'modern sound system', 'carfax report']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-fj62-18/
